D,date,season,year,month,holiday,weekday,workingday,weathersit,temperature,atemp,humidity,windspeed,casual,registered,count
403,2/7/2012,1.00,1.00,2.00,0.00,2.00,1.00,1,0.35417,0.361104,0.496250,0.147379,199.00,4176.00,4375.00
404,2/8/2012,1.00,1.00,2.00,0.00,3.00,1.00,2,0.25667,0.266421,0.722917,0.133721,109.00,2693.00,2802.00
405,2/9/2012,1.00,1.00,2.00,0.00,4.00,1.00,1,0.26500,0.261988,0.562083,0.194037,163.00,3667.00,3830.00
406,2/10/2012,1.00,1.00,2.00,0.00,5.00,1.00,2,0.28083,0.293558,0.540000,0.116929,227.00,3604.00,3831.00
407,2/11/2012,1.00,1.00,2.00,0.00,6.00,0.00,3,0.22417,0.210867,0.731250,0.289796,192.00,1977.00,2169.00
408,2/12/2012,1.00,1.00,2.00,0.00,0.00,0.00,1,0.12750,0.101658,0.464583,0.409212,73.00,1456.00,1529.00
409,2/13/2012,1.00,1.00,2.00,0.00,1.00,1.00,1,0.22250,0.227913,0.411250,0.167283,94.00,3328.00,3422.00
410,2/14/2012,1.00,1.00,2.00,0.00,2.00,1.00,2,0.31917,0.333946,0.508750,0.141179,135.00,3787.00,3922.00
411,2/15/2012,1.00,1.00,2.00,0.00,3.00,1.00,1,0.34833,0.351629,0.531250,0.181600,141.00,4028.00,4169.00
412,2/16/2012,1.00,1.00,2.00,0.00,4.00,1.00,2,0.31667,0.330162,0.752917,0.091425,74.00,2931.00,3005.00
413,2/17/2012,1.00,1.00,2.00,0.00,5.00,1.00,1,0.34333,0.351629,0.634583,0.205846,349.00,3805.00,4154.00
414,2/18/2012,1.00,1.00,2.00,0.00,6.00,0.00,1,0.34667,0.355425,0.534583,0.190929,1435.00,2883.00,4318.00
415,2/19/2012,1.00,1.00,2.00,0.00,0.00,0.00,2,0.28000,0.265788,0.515833,0.253112,618.00,2071.00,2689.00
416,2/20/2012,1.00,1.00,2.00,1.00,1.00,0.00,1,0.28000,0.273391,0.507826,0.229083,502.00,2627.00,3129.00
417,2/21/2012,1.00,1.00,2.00,0.00,2.00,1.00,1,0.28783,0.295113,0.594348,0.205717,163.00,3614.00,3777.00
418,2/22/2012,1.00,1.00,2.00,0.00,3.00,1.00,1,0.39583,0.392667,0.567917,0.234471,394.00,4379.00,4773.00
419,2/23/2012,1.00,1.00,2.00,0.00,4.00,1.00,1,0.45417,0.444446,0.554583,0.190913,516.00,4546.00,5062.00
420,2/24/2012,1.00,1.00,2.00,0.00,5.00,1.00,2,0.40750,0.410971,0.737500,0.237567,246.00,3241.00,3487.00
421,2/25/2012,1.00,1.00,2.00,0.00,6.00,0.00,1,0.29083,0.255675,0.395833,0.421642,317.00,2415.00,2732.00
422,2/26/2012,1.00,1.00,2.00,0.00,0.00,0.00,1,0.27917,0.268308,0.410000,0.205229,515.00,2874.00,3389.00
423,2/27/2012,1.00,1.00,2.00,0.00,1.00,1.00,1,0.36667,0.357954,0.490833,0.268033,253.00,4069.00,4322.00
424,2/28/2012,1.00,1.00,2.00,0.00,2.00,1.00,1,0.35917,0.353525,0.395833,0.193417,229.00,4134.00,4363.00
425,2/29/2012,1.00,1.00,2.00,0.00,3.00,1.00,2,0.34435,0.34847,0.804783,0.179117,65.00,1769.00,1834.00
426,3/1/2012,1.00,1.00,3.00,0.00,4.00,1.00,1,0.48583,0.475371,0.615417,0.226987,325.00,4665.00,4990.00
427,3/2/2012,1.00,1.00,3.00,0.00,5.00,1.00,2,0.35333,0.359842,0.657083,0.144904,246.00,2948.00,3194.00
428,3/3/2012,1.00,1.00,3.00,0.00,6.00,0.00,2,0.41417,0.413492,0.621250,0.161079,956.00,3110.00,4066.00
429,3/4/2012,1.00,1.00,3.00,0.00,0.00,0.00,1,0.32583,0.303021,0.403333,0.334571,710.00,2713.00,3423.00
430,3/5/2012,1.00,1.00,3.00,0.00,1.00,1.00,1,0.24333,0.241171,0.506250,0.228858,203.00,3130.00,3333.00
431,3/6/2012,1.00,1.00,3.00,0.00,2.00,1.00,1,0.25833,0.255042,0.456667,0.200875,221.00,3735.00,3956.00
432,3/7/2012,1.00,1.00,3.00,0.00,3.00,1.00,1,0.40417,0.3851,0.513333,0.345779,432.00,4484.00,4916.00
433,3/8/2012,1.00,1.00,3.00,0.00,4.00,1.00,1,0.52750,0.524604,0.567500,0.441563,486.00,4896.00,5382.00
434,3/9/2012,1.00,1.00,3.00,0.00,5.00,1.00,2,0.41083,0.397083,0.407083,0.414800,447.00,4122.00,4569.00
435,3/10/2012,1.00,1.00,3.00,0.00,6.00,0.00,1,0.28750,0.277767,0.350417,0.225750,968.00,3150.00,4118.00
436,3/11/2012,1.00,1.00,3.00,0.00,0.00,0.00,1,0.36174,0.35967,0.476957,0.222587,1658.00,3253.00,4911.00
437,3/12/2012,1.00,1.00,3.00,0.00,1.00,1.00,1,0.46667,0.459592,0.489167,0.207713,838.00,4460.00,5298.00
438,3/13/2012,1.00,1.00,3.00,0.00,2.00,1.00,1,0.56500,0.542929,0.617500,0.236950,762.00,5085.00,5847.00
439,3/14/2012,1.00,1.00,3.00,0.00,3.00,1.00,1,0.57250,0.548617,0.507083,0.115062,997.00,5315.00,6312.00
440,3/15/2012,1.00,1.00,3.00,0.00,4.00,1.00,1,0.55750,0.532825,0.579583,0.149883,1005.00,5187.00,6192.00
441,3/16/2012,1.00,1.00,3.00,0.00,5.00,1.00,2,0.43583,0.436229,0.842083,0.113192,548.00,3830.00,4378.00
442,3/17/2012,1.00,1.00,3.00,0.00,6.00,0.00,2,0.51417,0.505046,0.755833,0.110704,3155.00,4681.00,7836.00
443,3/18/2012,1.00,1.00,3.00,0.00,0.00,0.00,2,0.47250,0.464,0.810000,0.126883,2207.00,3685.00,5892.00
444,3/19/2012,1.00,1.00,3.00,0.00,1.00,1.00,1,0.54500,0.532821,0.728750,0.162317,982.00,5171.00,6153.00
445,3/20/2012,1.00,1.00,3.00,0.00,2.00,1.00,1,0.56083,0.538533,0.807917,0.121271,1051.00,5042.00,6093.00
446,3/21/2012,2.00,1.00,3.00,0.00,3.00,1.00,2,0.53167,0.513258,0.821250,0.089558,1122.00,5108.00,6230.00
447,3/22/2012,2.00,1.00,3.00,0.00,4.00,1.00,1,0.55417,0.531567,0.831250,0.117562,1334.00,5537.00,6871.00
448,3/23/2012,2.00,1.00,3.00,0.00,5.00,1.00,2,0.60167,0.570067,0.694167,0.116300,2469.00,5893.00,8362.00
449,3/24/2012,2.00,1.00,3.00,0.00,6.00,0.00,2,0.50250,0.486733,0.885417,0.192783,1033.00,2339.00,3372.00
450,3/25/2012,2.00,1.00,3.00,0.00,0.00,0.00,2,0.43750,0.437488,0.880833,0.220775,1532.00,3464.00,4996.00
451,3/26/2012,2.00,1.00,3.00,0.00,1.00,1.00,1,0.44583,0.43875,0.477917,0.386821,795.00,4763.00,5558.00
452,3/27/2012,2.00,1.00,3.00,0.00,2.00,1.00,1,0.32333,0.315654,0.290000,0.187192,531.00,4571.00,5102.00
453,3/28/2012,2.00,1.00,3.00,0.00,3.00,1.00,1,0.48417,0.47095,0.481250,0.291671,674.00,5024.00,5698.00
454,3/29/2012,2.00,1.00,3.00,0.00,4.00,1.00,1,0.49417,0.482304,0.439167,0.319650,834.00,5299.00,6133.00
455,3/30/2012,2.00,1.00,3.00,0.00,5.00,1.00,2,0.37000,0.375621,0.580833,0.138067,796.00,4663.00,5459.00
456,3/31/2012,2.00,1.00,3.00,0.00,6.00,0.00,2,0.42417,0.421708,0.738333,0.250617,2301.00,3934.00,6235.00
457,4/1/2012,2.00,1.00,4.00,0.00,0.00,0.00,2,0.42583,0.417287,0.676250,0.172267,2347.00,3694.00,6041.00
458,4/2/2012,2.00,1.00,4.00,0.00,1.00,1.00,1,0.43391,0.427513,0.504348,0.312139,1208.00,4728.00,5936.00
459,4/3/2012,2.00,1.00,4.00,0.00,2.00,1.00,1,0.46667,0.461483,0.396667,0.100133,1348.00,5424.00,6772.00
460,4/4/2012,2.00,1.00,4.00,0.00,3.00,1.00,1,0.54167,0.53345,0.469583,0.180975,1058.00,5378.00,6436.00
461,4/5/2012,2.00,1.00,4.00,0.00,4.00,1.00,1,0.43500,0.431163,0.374167,0.219529,1192.00,5265.00,6457.00
462,4/6/2012,2.00,1.00,4.00,0.00,5.00,1.00,1,0.40333,0.390767,0.377083,0.300388,1807.00,4653.00,6460.00
463,4/7/2012,2.00,1.00,4.00,0.00,6.00,0.00,1,0.43750,0.426129,0.254167,0.274871,3252.00,3605.00,6857.00
464,4/8/2012,2.00,1.00,4.00,0.00,0.00,0.00,1,0.50000,0.492425,0.275833,0.232596,2230.00,2939.00,5169.00
465,4/9/2012,2.00,1.00,4.00,0.00,1.00,1.00,1,0.48917,0.476638,0.317500,0.358196,905.00,4680.00,5585.00
466,4/10/2012,2.00,1.00,4.00,0.00,2.00,1.00,1,0.44667,0.436233,0.435000,0.249375,819.00,5099.00,5918.00
467,4/11/2012,2.00,1.00,4.00,0.00,3.00,1.00,1,0.34870,0.337274,0.469565,0.295274,482.00,4380.00,4862.00
468,4/12/2012,2.00,1.00,4.00,0.00,4.00,1.00,1,0.39750,0.387604,0.466250,0.290429,663.00,4746.00,5409.00
469,4/13/2012,2.00,1.00,4.00,0.00,5.00,1.00,1,0.44250,0.431808,0.408333,0.155471,1252.00,5146.00,6398.00
470,4/14/2012,2.00,1.00,4.00,0.00,6.00,0.00,1,0.49500,0.487996,0.502917,0.190917,2795.00,4665.00,7460.00
471,4/15/2012,2.00,1.00,4.00,0.00,0.00,0.00,1,0.60667,0.573875,0.507917,0.225129,2846.00,4286.00,7132.00
472,4/16/2012,2.00,1.00,4.00,1.00,1.00,0.00,1,0.66417,0.614925,0.561667,0.284829,1198.00,5172.00,6370.00
473,4/17/2012,2.00,1.00,4.00,0.00,2.00,1.00,1,0.60833,0.598487,0.390417,0.273629,989.00,5702.00,6691.00
474,4/18/2012,2.00,1.00,4.00,0.00,3.00,1.00,2,0.46333,0.457038,0.569167,0.167912,347.00,4020.00,4367.00
475,4/19/2012,2.00,1.00,4.00,0.00,4.00,1.00,1,0.49833,0.493046,0.612500,0.065929,846.00,5719.00,6565.00
476,4/20/2012,2.00,1.00,4.00,0.00,5.00,1.00,1,0.52667,0.515775,0.694583,0.149871,1340.00,5950.00,7290.00
477,4/21/2012,2.00,1.00,4.00,0.00,6.00,0.00,1,0.57000,0.542921,0.682917,0.283587,2541.00,4083.00,6624.00
478,4/22/2012,2.00,1.00,4.00,0.00,0.00,0.00,3,0.39667,0.389504,0.835417,0.344546,120.00,907.00,1027.00
479,4/23/2012,2.00,1.00,4.00,0.00,1.00,1.00,2,0.32167,0.301125,0.766667,0.303496,195.00,3019.00,3214.00
480,4/24/2012,2.00,1.00,4.00,0.00,2.00,1.00,1,0.41333,0.405283,0.454167,0.249383,518.00,5115.00,5633.00
481,4/25/2012,2.00,1.00,4.00,0.00,3.00,1.00,1,0.47667,0.470317,0.427917,0.118792,655.00,5541.00,6196.00
482,4/26/2012,2.00,1.00,4.00,0.00,4.00,1.00,2,0.49833,0.483583,0.756667,0.176625,475.00,4551.00,5026.00
483,4/27/2012,2.00,1.00,4.00,0.00,5.00,1.00,1,0.45750,0.452637,0.400833,0.347633,1014.00,5219.00,6233.00
484,4/28/2012,2.00,1.00,4.00,0.00,6.00,0.00,2,0.37667,0.377504,0.489583,0.129975,1120.00,3100.00,4220.00
485,4/29/2012,2.00,1.00,4.00,0.00,0.00,0.00,1,0.45833,0.450121,0.587083,0.116908,2229.00,4075.00,6304.00
486,4/30/2012,2.00,1.00,4.00,0.00,1.00,1.00,2,0.46417,0.457696,0.570000,0.171638,665.00,4907.00,5572.00
487,5/1/2012,2.00,1.00,5.00,0.00,2.00,1.00,2,0.61333,0.577021,0.659583,0.156096,653.00,5087.00,5740.00
488,5/2/2012,2.00,1.00,5.00,0.00,3.00,1.00,1,0.56417,0.537896,0.797083,0.138058,667.00,5502.00,6169.00
489,5/3/2012,2.00,1.00,5.00,0.00,4.00,1.00,2,0.56000,0.537242,0.768333,0.133696,764.00,5657.00,6421.00
490,5/4/2012,2.00,1.00,5.00,0.00,5.00,1.00,1,0.62750,0.590917,0.735417,0.162938,1069.00,5227.00,6296.00
491,5/5/2012,2.00,1.00,5.00,0.00,6.00,0.00,2,0.62167,0.584608,0.756667,0.152992,2496.00,4387.00,6883.00
492,5/6/2012,2.00,1.00,5.00,0.00,0.00,0.00,2,0.56250,0.546737,0.740000,0.149879,2135.00,4224.00,6359.00
493,5/7/2012,2.00,1.00,5.00,0.00,1.00,1.00,2,0.53750,0.527142,0.664167,0.230721,1008.00,5265.00,6273.00
494,5/8/2012,2.00,1.00,5.00,0.00,2.00,1.00,2,0.58167,0.557471,0.685833,0.296029,738.00,4990.00,5728.00
495,5/9/2012,2.00,1.00,5.00,0.00,3.00,1.00,2,0.57500,0.553025,0.744167,0.216412,620.00,4097.00,4717.00
496,5/10/2012,2.00,1.00,5.00,0.00,4.00,1.00,1,0.50583,0.491783,0.552083,0.314063,1026.00,5546.00,6572.00
497,5/11/2012,2.00,1.00,5.00,0.00,5.00,1.00,1,0.53333,0.520833,0.360417,0.236937,1319.00,5711.00,7030.00
498,5/12/2012,2.00,1.00,5.00,0.00,6.00,0.00,1,0.56417,0.544817,0.480417,0.123133,2622.00,4807.00,7429.00
499,5/13/2012,2.00,1.00,5.00,0.00,0.00,0.00,1,0.61250,0.585238,0.576250,0.225117,2172.00,3946.00,6118.00
500,5/14/2012,2.00,1.00,5.00,0.00,1.00,1.00,2,0.57333,0.5499,0.789583,0.212692,342.00,2501.00,2843.00
501,5/15/2012,2.00,1.00,5.00,0.00,2.00,1.00,2,0.61167,0.576404,0.794583,0.147392,625.00,4490.00,5115.00
502,5/16/2012,2.00,1.00,5.00,0.00,3.00,1.00,1,0.63667,0.595975,0.697917,0.122512,991.00,6433.00,7424.00
503,5/17/2012,2.00,1.00,5.00,0.00,4.00,1.00,1,0.59333,0.572613,0.520000,0.229475,1242.00,6142.00,7384.00
504,5/18/2012,2.00,1.00,5.00,0.00,5.00,1.00,1,0.56417,0.551121,0.523333,0.136817,1521.00,6118.00,7639.00
505,5/19/2012,2.00,1.00,5.00,0.00,6.00,0.00,1,0.60000,0.566908,0.456250,0.083975,3410.00,4884.00,8294.00
506,5/20/2012,2.00,1.00,5.00,0.00,0.00,0.00,1,0.62083,0.583967,0.530417,0.254367,2704.00,4425.00,7129.00
507,5/21/2012,2.00,1.00,5.00,0.00,1.00,1.00,2,0.59833,0.565667,0.811250,0.233204,630.00,3729.00,4359.00
508,5/22/2012,2.00,1.00,5.00,0.00,2.00,1.00,2,0.61500,0.580825,0.765833,0.118167,819.00,5254.00,6073.00
509,5/23/2012,2.00,1.00,5.00,0.00,3.00,1.00,2,0.62167,0.584612,0.774583,0.102000,766.00,4494.00,5260.00
510,5/24/2012,2.00,1.00,5.00,0.00,4.00,1.00,1,0.65500,0.6067,0.716667,0.172896,1059.00,5711.00,6770.00
511,5/25/2012,2.00,1.00,5.00,0.00,5.00,1.00,1,0.68000,0.627529,0.747083,0.140550,1417.00,5317.00,6734.00
512,5/26/2012,2.00,1.00,5.00,0.00,6.00,0.00,1,0.69250,0.642696,0.732500,0.198992,2855.00,3681.00,6536.00
513,5/27/2012,2.00,1.00,5.00,0.00,0.00,0.00,1,0.69000,0.641425,0.697083,0.215171,3283.00,3308.00,6591.00
514,5/28/2012,2.00,1.00,5.00,1.00,1.00,0.00,1,0.71250,0.6793,0.676250,0.196521,2557.00,3486.00,6043.00
515,5/29/2012,2.00,1.00,5.00,0.00,2.00,1.00,1,0.72250,0.672992,0.684583,0.295400,880.00,4863.00,5743.00
516,5/30/2012,2.00,1.00,5.00,0.00,3.00,1.00,2,0.65667,0.611129,0.670000,0.134329,745.00,6110.00,6855.00
517,5/31/2012,2.00,1.00,5.00,0.00,4.00,1.00,1,0.68000,0.631329,0.492917,0.195279,1100.00,6238.00,7338.00
518,6/1/2012,2.00,1.00,6.00,0.00,5.00,1.00,2,0.65417,0.607962,0.755417,0.237563,533.00,3594.00,4127.00
519,6/2/2012,2.00,1.00,6.00,0.00,6.00,0.00,1,0.58333,0.566288,0.549167,0.186562,2795.00,5325.00,8120.00
520,6/3/2012,2.00,1.00,6.00,0.00,0.00,0.00,1,0.60250,0.575133,0.493333,0.184087,2494.00,5147.00,7641.00
521,6/4/2012,2.00,1.00,6.00,0.00,1.00,1.00,1,0.59750,0.578283,0.487083,0.284833,1071.00,5927.00,6998.00
522,6/5/2012,2.00,1.00,6.00,0.00,2.00,1.00,2,0.54083,0.525892,0.613333,0.209575,968.00,6033.00,7001.00
523,6/6/2012,2.00,1.00,6.00,0.00,3.00,1.00,1,0.55417,0.542292,0.611250,0.077125,1027.00,6028.00,7055.00
524,6/7/2012,2.00,1.00,6.00,0.00,4.00,1.00,1,0.60250,0.569442,0.567083,0.157350,1038.00,6456.00,7494.00
525,6/8/2012,2.00,1.00,6.00,0.00,5.00,1.00,1,0.64917,0.597862,0.467917,0.175383,1488.00,6248.00,7736.00
526,6/9/2012,2.00,1.00,6.00,0.00,6.00,0.00,1,0.71083,0.648367,0.437083,0.144287,2708.00,4790.00,7498.00
527,6/10/2012,2.00,1.00,6.00,0.00,0.00,0.00,1,0.72667,0.663517,0.538333,0.133721,2224.00,4374.00,6598.00
528,6/11/2012,2.00,1.00,6.00,0.00,1.00,1.00,2,0.72083,0.659721,0.587917,0.207713,1017.00,5647.00,6664.00
529,6/12/2012,2.00,1.00,6.00,0.00,2.00,1.00,2,0.65333,0.597875,0.833333,0.214546,477.00,4495.00,4972.00
530,6/13/2012,2.00,1.00,6.00,0.00,3.00,1.00,1,0.65583,0.611117,0.582083,0.343279,1173.00,6248.00,7421.00
531,6/14/2012,2.00,1.00,6.00,0.00,4.00,1.00,1,0.64833,0.624383,0.569583,0.253733,1180.00,6183.00,7363.00
532,6/15/2012,2.00,1.00,6.00,0.00,5.00,1.00,1,0.63917,0.599754,0.589583,0.176617,1563.00,6102.00,7665.00
533,6/16/2012,2.00,1.00,6.00,0.00,6.00,0.00,1,0.63167,0.594708,0.504167,0.166667,2963.00,4739.00,7702.00
534,6/17/2012,2.00,1.00,6.00,0.00,0.00,0.00,1,0.59250,0.571975,0.598750,0.144904,2634.00,4344.00,6978.00
535,6/18/2012,2.00,1.00,6.00,0.00,1.00,1.00,2,0.56833,0.544842,0.777917,0.174746,653.00,4446.00,5099.00
536,6/19/2012,2.00,1.00,6.00,0.00,2.00,1.00,1,0.68833,0.654692,0.690000,0.148017,968.00,5857.00,6825.00
537,6/20/2012,2.00,1.00,6.00,0.00,3.00,1.00,1,0.78250,0.720975,0.592083,0.113812,872.00,5339.00,6211.00
538,6/21/2012,3.00,1.00,6.00,0.00,4.00,1.00,1,0.80583,0.752542,0.567917,0.118787,778.00,5127.00,5905.00
539,6/22/2012,3.00,1.00,6.00,0.00,5.00,1.00,1,0.77750,0.724121,0.573750,0.182842,964.00,4859.00,5823.00
540,6/23/2012,3.00,1.00,6.00,0.00,6.00,0.00,1,0.73167,0.652792,0.534583,0.179721,2657.00,4801.00,7458.00
541,6/24/2012,3.00,1.00,6.00,0.00,0.00,0.00,1,0.74333,0.674254,0.479167,0.145525,2551.00,4340.00,6891.00
542,6/25/2012,3.00,1.00,6.00,0.00,1.00,1.00,1,0.71583,0.654042,0.504167,0.300383,1139.00,5640.00,6779.00
543,6/26/2012,3.00,1.00,6.00,0.00,2.00,1.00,1,0.63083,0.594704,0.373333,0.347642,1077.00,6365.00,7442.00
544,6/27/2012,3.00,1.00,6.00,0.00,3.00,1.00,1,0.69750,0.640792,0.360000,0.271775,1077.00,6258.00,7335.00
545,6/28/2012,3.00,1.00,6.00,0.00,4.00,1.00,1,0.74917,0.675512,0.422500,0.171650,921.00,5958.00,6879.00
546,6/29/2012,3.00,1.00,6.00,0.00,5.00,1.00,1,0.83417,0.786613,0.488750,0.165417,829.00,4634.00,5463.00
547,6/30/2012,3.00,1.00,6.00,0.00,6.00,0.00,1,0.76500,0.687508,0.601250,0.161071,1455.00,4232.00,5687.00
548,7/1/2012,3.00,1.00,7.00,0.00,0.00,0.00,1,0.81583,0.750629,0.518750,0.168529,1421.00,4110.00,5531.00
549,7/2/2012,3.00,1.00,7.00,0.00,1.00,1.00,1,0.78167,0.702038,0.447083,0.195267,904.00,5323.00,6227.00
550,7/3/2012,3.00,1.00,7.00,0.00,2.00,1.00,1,0.78083,0.70265,0.492083,0.126237,1052.00,5608.00,6660.00
551,7/4/2012,3.00,1.00,7.00,1.00,3.00,0.00,1,0.78917,0.732337,0.538750,0.134950,2562.00,4841.00,7403.00
552,7/5/2012,3.00,1.00,7.00,0.00,4.00,1.00,1,0.82750,0.761367,0.457917,0.194029,1405.00,4836.00,6241.00
553,7/6/2012,3.00,1.00,7.00,0.00,5.00,1.00,1,0.82833,0.752533,0.450833,0.146142,1366.00,4841.00,6207.00
554,7/7/2012,3.00,1.00,7.00,0.00,6.00,0.00,1,0.86167,0.804913,0.492083,0.163554,1448.00,3392.00,4840.00
555,7/8/2012,3.00,1.00,7.00,0.00,0.00,0.00,1,0.82250,0.790396,0.573750,0.125629,1203.00,3469.00,4672.00
556,7/9/2012,3.00,1.00,7.00,0.00,1.00,1.00,2,0.71083,0.654054,0.683333,0.180975,998.00,5571.00,6569.00
557,7/10/2012,3.00,1.00,7.00,0.00,2.00,1.00,2,0.72083,0.664796,0.667500,0.151737,954.00,5336.00,6290.00
558,7/11/2012,3.00,1.00,7.00,0.00,3.00,1.00,1,0.71667,0.650271,0.633333,0.151733,975.00,6289.00,7264.00
559,7/12/2012,3.00,1.00,7.00,0.00,4.00,1.00,1,0.71583,0.654683,0.529583,0.146775,1032.00,6414.00,7446.00
560,7/13/2012,3.00,1.00,7.00,0.00,5.00,1.00,2,0.73167,0.667933,0.485833,0.080850,1511.00,5988.00,7499.00
561,7/14/2012,3.00,1.00,7.00,0.00,6.00,0.00,2,0.70333,0.666042,0.699167,0.143679,2355.00,4614.00,6969.00
562,7/15/2012,3.00,1.00,7.00,0.00,0.00,0.00,1,0.74583,0.705196,0.717917,0.166667,1920.00,4111.00,6031.00
563,7/16/2012,3.00,1.00,7.00,0.00,1.00,1.00,1,0.76333,0.724125,0.645000,0.164187,1088.00,5742.00,6830.00
564,7/17/2012,3.00,1.00,7.00,0.00,2.00,1.00,1,0.81833,0.755683,0.505833,0.114429,921.00,5865.00,6786.00
565,7/18/2012,3.00,1.00,7.00,0.00,3.00,1.00,1,0.79333,0.745583,0.577083,0.137442,799.00,4914.00,5713.00
566,7/19/2012,3.00,1.00,7.00,0.00,4.00,1.00,1,0.77000,0.714642,0.600417,0.165429,888.00,5703.00,6591.00
567,7/20/2012,3.00,1.00,7.00,0.00,5.00,1.00,2,0.66583,0.613025,0.844167,0.208967,747.00,5123.00,5870.00
568,7/21/2012,3.00,1.00,7.00,0.00,6.00,0.00,3,0.59583,0.549912,0.865417,0.213300,1264.00,3195.00,4459.00
569,7/22/2012,3.00,1.00,7.00,0.00,0.00,0.00,2,0.66750,0.623125,0.762500,0.093921,2544.00,4866.00,7410.00
570,7/23/2012,3.00,1.00,7.00,0.00,1.00,1.00,1,0.74167,0.690017,0.694167,0.138683,1135.00,5831.00,6966.00
571,7/24/2012,3.00,1.00,7.00,0.00,2.00,1.00,1,0.75083,0.70645,0.655000,0.211454,1140.00,6452.00,7592.00
572,7/25/2012,3.00,1.00,7.00,0.00,3.00,1.00,1,0.72417,0.654054,0.450000,0.164800,1383.00,6790.00,8173.00
573,7/26/2012,3.00,1.00,7.00,0.00,4.00,1.00,1,0.77667,0.739263,0.596667,0.284813,1036.00,5825.00,6861.00
574,7/27/2012,3.00,1.00,7.00,0.00,5.00,1.00,1,0.78167,0.734217,0.594583,0.152992,1259.00,5645.00,6904.00
575,7/28/2012,3.00,1.00,7.00,0.00,6.00,0.00,1,0.75583,0.697604,0.613333,0.157350,2234.00,4451.00,6685.00
576,7/29/2012,3.00,1.00,7.00,0.00,0.00,0.00,1,0.72167,0.667933,0.623750,0.170396,2153.00,4444.00,6597.00
577,7/30/2012,3.00,1.00,7.00,0.00,1.00,1.00,1,0.73083,0.684987,0.668750,0.153617,1040.00,6065.00,7105.00
578,7/31/2012,3.00,1.00,7.00,0.00,2.00,1.00,1,0.71333,0.662896,0.704167,0.165425,968.00,6248.00,7216.00
579,8/1/2012,3.00,1.00,8.00,0.00,3.00,1.00,1,0.71750,0.667308,0.677500,0.141179,1074.00,6506.00,7580.00
580,8/2/2012,3.00,1.00,8.00,0.00,4.00,1.00,1,0.75250,0.707088,0.659583,0.129354,983.00,6278.00,7261.00
581,8/3/2012,3.00,1.00,8.00,0.00,5.00,1.00,2,0.76583,0.722867,0.642500,0.215792,1328.00,5847.00,7175.00
582,8/4/2012,3.00,1.00,8.00,0.00,6.00,0.00,1,0.79333,0.751267,0.613333,0.257458,2345.00,4479.00,6824.00
583,8/5/2012,3.00,1.00,8.00,0.00,0.00,0.00,1,0.76917,0.731079,0.652500,0.290421,1707.00,3757.00,5464.00
584,8/6/2012,3.00,1.00,8.00,0.00,1.00,1.00,2,0.75250,0.710246,0.654167,0.129354,1233.00,5780.00,7013.00
585,8/7/2012,3.00,1.00,8.00,0.00,2.00,1.00,2,0.73583,0.697621,0.703750,0.116908,1278.00,5995.00,7273.00
586,8/8/2012,3.00,1.00,8.00,0.00,3.00,1.00,2,0.75000,0.707717,0.672917,0.110700,1263.00,6271.00,7534.00
587,8/9/2012,3.00,1.00,8.00,0.00,4.00,1.00,1,0.75583,0.699508,0.620417,0.156100,1196.00,6090.00,7286.00
588,8/10/2012,3.00,1.00,8.00,0.00,5.00,1.00,2,0.71583,0.667942,0.715833,0.238813,1065.00,4721.00,5786.00
589,8/11/2012,3.00,1.00,8.00,0.00,6.00,0.00,2,0.69250,0.638267,0.732917,0.206479,2247.00,4052.00,6299.00
590,8/12/2012,3.00,1.00,8.00,0.00,0.00,0.00,1,0.70083,0.644579,0.530417,0.122512,2182.00,4362.00,6544.00
591,8/13/2012,3.00,1.00,8.00,0.00,1.00,1.00,1,0.72083,0.662254,0.545417,0.136212,1207.00,5676.00,6883.00
592,8/14/2012,3.00,1.00,8.00,0.00,2.00,1.00,1,0.72667,0.676779,0.686667,0.169158,1128.00,5656.00,6784.00
593,8/15/2012,3.00,1.00,8.00,0.00,3.00,1.00,1,0.70667,0.654037,0.619583,0.169771,1198.00,6149.00,7347.00
594,8/16/2012,3.00,1.00,8.00,0.00,4.00,1.00,1,0.71917,0.654688,0.519167,0.141796,1338.00,6267.00,7605.00
595,8/17/2012,3.00,1.00,8.00,0.00,5.00,1.00,1,0.72333,0.2424,0.570833,0.231354,1483.00,5665.00,7148.00
596,8/18/2012,3.00,1.00,8.00,0.00,6.00,0.00,1,0.67833,0.618071,0.603333,0.177867,2827.00,5038.00,7865.00
597,8/19/2012,3.00,1.00,8.00,0.00,0.00,0.00,2,0.63583,0.603554,0.711667,0.086450,1208.00,3341.00,4549.00
598,8/20/2012,3.00,1.00,8.00,0.00,1.00,1.00,2,0.63583,0.595967,0.734167,0.129979,1026.00,5504.00,6530.00
599,8/21/2012,3.00,1.00,8.00,0.00,2.00,1.00,1,0.64917,0.601025,0.673750,0.072771,1081.00,5925.00,7006.00
600,8/22/2012,3.00,1.00,8.00,0.00,3.00,1.00,1,0.66750,0.621854,0.677083,0.070283,1094.00,6281.00,7375.00
601,8/23/2012,3.00,1.00,8.00,0.00,4.00,1.00,1,0.69583,0.637008,0.635833,0.084596,1363.00,6402.00,7765.00
602,8/24/2012,3.00,1.00,8.00,0.00,5.00,1.00,2,0.70250,0.6471,0.615000,0.072146,1325.00,6257.00,7582.00
